text,labels
The conclusion I get on this students data is that all the plastics have been weighed and been measured. But as they did the 2trial the data changed and for plastic type D its weight and length was the same it means that it was hanged up last and they took it down too fast so it measures the same.,0.0
a)The conclusion that I could base is that plastic type B in both trials had stretched the longest.^p (b)Two ways that the students could have improved the experimental design is by letting us know how many weights put in each cup. Also the same length of each piece should be noted as well.,3.0
(A)My conclusion on the student data table is that plastic D was the strongest. It stretch up to 20 mm in both trials.^p (B)Two ways the student could have improve was to make a 3 trial or test and to be able to measure the abravasion of the plastic types.,1.0
"After experimenting which plastic was more pliant, the conclusion was made that plastic type B was the most stretchable in, both, trial A and trial B. Two ways the student could have improved the experiment are changing step 7 and making it less vague and say specifically re do steps 1-6 for a second trial, etc. The student could be sure to time each trial for accurate validity.",1.0
The plastic type B has the most elasticity over all the other plastics. Plastic type A has the least amount of stretchability over the plastics. A way he could've improved this experiment is by overaging out both times he measured the elasticity. Another way he could've improval this is by trying out more times and then averaging those out.,2.0
"It can be concluded that plastic B is the stretchiest because it had the highest average and much stretched of 22.5 mm. Two ways the students would have improved their experimental design are that they should've included how much weight. The weight was and how many clamps to use. Also, they should've used a control plastic to compare their results to.",2.0
One conclusion I ran make is plastic B was best of stretchability. And students could have made this expiriment better by making sure the plastics were the same starting size. Another way is they could have added another column to show at what sise the plastic was before the expiriment so that you can see how much the plastic stretched.,2.0
"A. Polymer plastic B had the most stretchability of 23mm. 11mm more than plastic type A, 10mm more than plastic type c, 3mm more than the stretchability of plastic type D. By having more improved trials. They should have made sure all the plastic types had the same measure in length and width. and they could have tested more types of plastics.",3.0
"(a) Based on the student's data, you can conclude that plastic type B is the most stretchable and plastic type A has the least stretchability. ^p (b) One way the student could improve is by making sure the plastic strips are all the same length+ hanging off the table from the same point. Another improvement would be to record the original length of each plastic strip. This would provide a constant to compare the results to.",3.0
"This experiment didn't seem to work out very well. Judging by the data table, the experiment didn't seem to prove anything. There are no significant changes in the lengths of the plastics. The first three steps of the experiment are good, but rather than removing the weights, the student should just keep adding more and more weights until the plastic, finally stops. That would really show how much the plastic could stretch. Another way to improve the experiment is to conduct a third trial. An experiment is more, valid when there are more and more trials.",1.0
A.) Plastic type 2 had more stretchability then all the other plastics tested. ^p B>) The student could have improved the test by saying how much weights was added during the experiment. The student could have also discribed the rate at which to add the weights for consistancy.,1.0
I have concluded that plastic B stretched the most. It stretche about 23mm in all. ^p Name what plastics they were. Measure the plastic before you stretch it.,2.0
"According to the data, plastic type B is the stretchiest plastic. It stretched 22mm in trial one, and 23 mm in trial 2. ^p One way the students could have improved the validity of the experiment would be to not just add weights to the plastic like in the procedure, but put the same amount of weight on the plastic each time. Another problem would be if the plastic wasn't taped at the same distance from the edge and if they are using a new set of the same plastic for their second trial.",3.0
Two ways the students could have improved the experiment design is to added different weights to see how much long the plastic could stretch until it trips. Another is to do more than two trial to make more reliable.,1.0
"a) Plastic type ""B"" has the greatest stretchability amoung the four types of plastic. In the first trial it stretched 20mm, and in the second trial it stretched 23mm. Plastic type ""A"" has the worst stretchability. In (T1) it stretched 10mm, and in (T2) it stretched 12mm.^p b.) Adding many more trials, and by adding more weight to the clamp, so that the plastic could stretch until it tears.",2.0
"a.) Based on the students data, plastic type ""B"" was the most stretchable of the tested plastic. ^P b.) One improvement would be keeping the starting length them same & stating it. Second would be the amount of weight attached at each intervals.",3.0
Based on the student's data it can be concluded that plastic type B has the best elasticity. The student could have improven the experiment by adding trials and specifying in the procedure how much weight is used.,2.0
Plastic type B has stretched the most and A the least. D has stayed the same for both trials while C has stretched less n during the second trial and A and B have stretched more. Two ways in which the experiment could be improved is to tell how much weight to add and tell what types of plastics were used in the results.,2.0
My conclusion based on the student data is that plastic typ D stretched the most and plastic type A stretched the least,0.0
"Plastic type be was the most stretchable. Stretching on average of 22.5mm and plastic type A was the least stretchable, stretching an average of 11mm. The students could have improved the experimental design by specifying how much weight they attatched to each plastic and then keeping it constant. The way the procedure is written now we don't know if the amount of weight was used constant.",3.0
"I can conclude that plastic C is the weakest out of all the plastics because it stretched the most. One way that the students could have improved the experiment is to do more than two trials in each plastic because two trials is not reliable enough. also, the students should have checked the length of the plastic at different time intervals, like every minute, so you could see how the plastic stretched over time.",1.0
Plastic type A is the strongest type and has the strongest polymers. Two ways in which the experiment could have been better is that the student could have added the weight of the clamps to this data and the student could have also added the table height.,1.0
"A) I conclude that plastic A is the strongest because it stretched the least in both trials. ^P B) Two ways the student could have improved the experiment are doing another trial and including the length of the plastic, rerare adding the weights, in the results.",3.0
WSR,2.0
Type D stretched the same length in test one and two. They could have said what the starting measure of the plastic and how much the wieghts were.,2.0
"It can be concluded that samples B and D had higher stretchability than samples A and C to improve the experiment design, the students could have clarified how many weights they were adding to the clamp because that should have remained constant could for accurate results. Also the student could have made it clear exactly where on the table the samples were being taped because, for example if one was an inch onto the table that would take an inch off the final results.",1.0
"a.Plastic type B had stretched more than plastic type A in trials 1 and 2. In trial 1 plastic type B stretched 22mm, and in trial 2 it stretched 1 mm more.^p (b)The student could have put the temperature in the experiment because that could've been a cause of the amount stretched of plastic. the student could've as put the start of how much the plastic weighted in mm.",2.0
"In this experiment, students tried to test the polymer plastics for strechability. In conclusion types A, B stretched at least one or two mm from its original length yet type C shrink and type D remained the same. One way the students could of improved their experiment is by adding how big or heavy the weights they used to stretch experiment is listing where they wanted the top of the plastic taped to the desk.",2.0
Based on these results plastic type B and D stretch the most but of the four plastics while plastics A and C sustain their shape much better. The student could have improved the design of this expiriment by setting on exact weight being added to the plastics and by completing one more trial to make a total of three trials.,2.0
"a. Plastic B was the one with the most stretchability, plastic D came next followed by plastic C then A. ^p b. The student could have included how much the weights weighed. This would make the experiment valid when reproduced. ^p Also, they could have included the initial length of the plastic before it was stretched.",3.0
"Based on the student's data, I can conclude that plastic B is more flexible. This is because for each trial, it stretched the most. On the other hand, plastic A stretched the least because it only stretched 10mm and 12 mm while B stretched 22mm and 23mm. ^p To improve the validity of the results, the student could have done a third or even fourth trial. This adittional data will make the results clearer. Also, the student should state how much the weights weigh so that others can preform his experiment and get similar results. He might have also wanted to include how long the pieces of plastic were originally.",3.0
"a) Based on the students data you can conclude that plastic. Type B has the most stretchability. ^p b) One thing the student could have done top improve their experimental design would have been to tell how much weight to put on the clamps. They also could have said which side to clamp because edge could mean left, right or anything",2.0
One conclusion it can draw based on the student's data is that plastic type B is stretched much more (mm) than the other three types maintining the amount of 20 mm in both trials. Based on the data. Plastic type A is less flexible stretch 10mm in the first trial an 12 in the second trial. The student could have stated that they started out with unused plastics and record their initial stretch.,1.0
A conclusion to data is that plastic type B is able to stretch the furthest out of the rest of the plastic types. The student could have improved the design by adding another trial to all plastic types & also by altering the plastic to hang longer.,2.0
"According to the graph,plastic type B was the plastic that was stretched when plastic that was stretched when plastic type A did not stretch as much. clearly type A is more durable and sturdy .To improve the experimental design the students should have said what each of the starting weights put on the plastic were and do a third trial to make it as accurate as possible.",3.0
My conclusion would be that after only two trials plastic type B proved to be the most stretchible of those 4 plastics. One way they could have improved was to do another trial. Another way is instead of only allowing five minutes they should of let hang untill it was about to rip in then measure giving it maximum legnth.,2.0
a) A conclusion from this data is that plastic sample B is the the most stretchable.^p b) Two ways that the student could have improved the validity of the results are making the plastic samples the same initial size and allowing the plastic samples to stretch for more than five minutes.,2.0
"A) From the students results, I see that plastic B was the strongest, stretching 23 mm. Plastic D was next stretching 20 mm. Plastic C was third stretching 14 mm. Lastly plastic A was the weakest stretching 12 mm.^p B) Two ways the students can improve their experiment is to do more trials for better results. Also they could increase the height of the table to avoid the results be tampered, should the plastic stretch to the floor.",1.0
It can be concluded that plastic A is the strongest and most durable plastic it stretched significantly less then most other plastics with an average of 11mm plastic C would be the second best because it stretched an average of 13.5mm.Followed by plastic D with 20mm stretched and lastly plastic B with 2205mm stretched .The student could improve this experiment by adding a control and could be more valid by making sure each plastic was the same length.,2.0
"The plastic from T2 stretched a little more than it did in T1. They could have made sure the plastic weights the same, and the could of made sure the weights were all equal in each group.",1.0
"a) In conclusion to the results it can be said that polymer B is the most stretchy, followed by D, then C, then A. The only problems, is that you can't accurately judge it because you can't tell if they are all the same beginning length. A conclusion would only work if they were the same starting length. ^p b) One way to improve the design would be to specify the beginning length of the polymer strips. Another would be to indicate the amount of weight attached to each polymer.",3.0
It  seems that plastic A is the most strechable because it is the only one that stretched longer. Two ways that the students could improve the experiment is to name the different plastics. Also add heavier weights.,0.0
"It can be recorded that above all others tested in the experiment, plastic type B is the most stretchable. This is because at 22.5mm it had the largest amount stretched, on average between the two trails or all other plastic types. ^p Two ways this experiment can be improved is to state the amount of weight used foeach trial, with different weights being used, results could have different from what they should have been. Also, because the amount stretched is measured in such small increments (millimeters) more trials should be performed to enhance the data's accuracy.",3.0
A)I conclusion all of the plastic stretched but plastic type B stretched the most in bath trials.^p.B) Two ways the students could have improved their experiment design and or validity of the results are.They could have told how much weight to add to the plastics.They could have told the plastic pieces original length.Those are two ways the students could have improved their experiment.,3.0
A) Overall in this experiment trial 2 had stretched more than trial 7. ^p B) Try adding more weight to the plastic bags and let the weights hung on the bags for a longer period of time.,0.0
"(a)The conclusion is that all of the plastics stretched from 10 mm - 23 mm. Plastic type A stretched the least and plastic type B type B stretched the most.^p (b)The students could did a third trial, or make a fourth trial. They could added the temp and weights to the plastic types of the same time and then measured at the same time.",2.0
"A) The stretchiest of the four materials was B, with the average stretchincs of 22.5mm's. ^P B) The student could have made sure to cut all the plastic into even strips of the same length and width, and second they could have performed another trial for each plastic.",3.0
a) You could tell that plastic type B would be the best plastic because it stretched the most with weights onit. ^p B) Two ways the students could have improved were said how much the weights weighed. Also they could have done a second trial with heavier weights.,2.0
A conclusion based on the student's data would be that the plastics were other a little more or less stretchy the second time due to it being stretched out the first time. One way the student could have improved the experiment design was by performing a third trial without weights. Another way would be to allow them to hand for about 10 minutes the 3rd time.,0.0
"They can conclude that even after a second trial of stretching, the plastics significantly didn't stretch to much larger than trial 1.",0.0
"3. In conclusion, plastic type B stretched the most because during 11 it stretched 22mm and during 12 it stretched the least. ^p The student could have improved the experiment design by adding more ways to stretch the plastic. For example, adding little heat. The results could have simply been improved with a few more trials.",2.0
"Based on the students data it can conclude that plastic type D is the plastic with the most stretchability. Two ways, this experiment could have been improved is by adding more trials, also adding the amount of weights and being specific about the length of each plastic.",2.0
3. A) Plastic type B had stretched the most out of both of the trials. ^p B) added more trials more time for plastic to be hanging.,2.0
"One conclusion that I can draw from this experiment is that plastic B stretched the most for both trials. 2 ways to improve the validity would to be add a control (no weight) and see if it stretches and the size of the plastic sample, just to make sure that every plastic is the same size to start.",2.0
a) A conclusion that can be made from this data is that plastic type B has the most stretchability. This is because in both trials it stretched 22-23 mm and that is more than any other plastic type tested. ^p b)Two ways that the student could have improved the experimental design was to make the weights used for every plastic sample constant. Also for the plastic samples the student could make sure to have the starting length afall the plastic types be the same and constant. Making as many aspects of the experiment constant maker fur more all work results,3.0
Plastic type A- 10(mm)T1-T2 12 ^p B-22(mm)T1-T223 C-14(mm)T1-T2 13 ^p D-20(mm) T1-T220 ^p 2 ways the student could have improved. ^p 1. Repeat the whole procedure 3 times. ^p 2. Measure 3 times the sample of one type of plastic and measure length.,2.0
I think e 11/12 40/40.,0.0
A conclusion based on the data given is that each piece of plastic stretched around the same amount each trial. This lets you know that it his as really the only amount it can given one it wasn't really change her multiple trays. Two ways the student could have improved the validity is by making each amount of plastic the same and by using the same amount or weight for each trial.,2.0
"In conclusion, if the student was to go on with the investigation, T2 will allways have depending on the plastic 12, 23, 13, 20 up the numbers. ^p Two ways the students could have improved the experimtal are, 1) The could of told us how much weights to and 2) If they hang the clamp for 10min the experiment might have change.",1.0
"a) I concluded that his clab is valid based upon doing multiple trials. I also noticed that the most stretchable was B and the least was A.^P b)Though two trials is good, it is best to do a third trial or fourth trial would be best. Also I think that they should have measured the length of the plastic before and have it on the the data table to compare the changes the occured in the plastics.",3.0
Based on the student's data C is wrong because the first time is streched 14mm then the second time is stretched 13 how is that possible the second trial should be more or equal if the used the same weight.^p b) He could told us how much weight he used. Also be could have done another trial to be sure his data was right.,2.0
Based on the students data I can say that plastic type C can stretch the most because in both trials plastic type C stretched atleast 9mm longer than the second hoghest plastic stretchability. To improve the experimental design the students could have said how much weight should be attached to the clamp and exactly what steps should be repeated in the second trial.,1.0
"Based on this students information i would say that the first 2 exceeded, because they went up the second time. This means it went farther. But, for the last too, the went down or stayed the same. A way the student could have improved was to make step 6 in the procedure more clear, by saying what steps to repeat. Second way they could improved was by for step five put more steps because step 5 has like 3 steps in one.",0.0
The student's results show that plastic B was the most elastic. Plastic D was second. Plastic C was third and plastic A was fourth. In terms of stretchability plastic B is the most and A is the least. ^p Two ways the student could have improved the experimental design and or validity is by doing more trials with different amounts of weight to really understand how stretchy the plastic is. Another way it could be changed is by changing the times of the trials to see how long it took each plastic to let the plastic get to the maximum length.,1.0
According to the data table the conclusion of this experiment would be that plastic type B stretched the most in both trials 1 and trials 2. ^p Two ways the students could have improved the experimental design or validity of the results was to try different amounts of weights that get attached to each plastic and also to let the plastic hang for different amounts of time to see the affect it would have.,1.0
a) Plastic type A has the most stretchability than the other plastic types. ^p b) The students could have improved the experimental design and/or validity of the results if they had more trials and a better control.,1.0
"A Form the data table, it can conclude that plastic A was the most durable when stretched, and the least durable was plastic B. Plastic A stretched 10mm than 12mm while plastic B stretched 22mm than 23mm. ^P B 1. There is no indication that after the first trial, he replaced the plastic, which of made the results from trial B invalid. 2. He could have done the lab again or added a trial 3 and 4. The more you do the later the better off your results will be. It would make it more valid. 3. He could have also tried the plastics because if me great longer from another it would stretching.",2.0
"a) I conclude, that Plastic type A stretched the most(2ml). ^p b)To improve the experimental design and/or mostly of the results, species the amount of weight added to the clamp, and make all pieces of places for one uniform length.",2.0
"I have come to the conclusion that plastic type B has the best stretching ability since the data shows it stretched 22 mm and 23 mm. The students could have improved the validity by making sure all the plastics starting length were the same. Also, the weight added to the plastic should have stayed constant as well throughout all trials.",3.0
"In conclusion, it can be said that plastic. Type B had the most amount stretched because its numbers in T1 (22)and T2 (23) were the highest. Also the plastic type that was more durable and was not stretched is muuh was plastic type A because its number in T1(10) was and T2 (12) were the lowest to improve this experiment,it would be better to include three trials and include the plastics type initial measurements to make the data table more specific and efficient.",3.0
"Based on the data table, plastic type B stretched the most in the 15 minutes with the amount stretched for T 1 was 22mm and for T2 -23mm. So type B had the most stretchability .^p 2 ways the students could have improved their experiment would be labeling the type of plastic they were using instead of putting plastic type A, B, C, and D. And another way they could've improved their experiment would be tpoput how many weights they clamped to the plastic for each plastic. So we can see how far the plastics stretched, and how many weights were used.",2.0
One way the students can improve there experiment is to do a other trial to see if they misssted anything.,1.0
"a) Based on the students data, plastic type B is the weakest plastic out of them all, and the strogest polymer plastic is plastic A because it was stretched the least. ^p B) The students could've included more discription on the plastic, like each plastics length or width, in order to show that everything was the same in length and width. Also the students should include in procedure on how many weights they used.",3.0
"A) Pased on the results plastic B is the most stretchy and A is the least. The order is from most shotely to  least B D C A. ^p b) The student could of improved experimental design by being more specific. He could change ""Bottom edge"" in step 3 to ""Edge of the side of the table."" Additionally he could give us the weight of the clamp weights.",2.0
"My conclusion from the data presented is plastic type B and C through B and C increased higher but D stays constant at 20, those were only with two trials the student should have done more trials and should have stated the length of the paper.",2.0
A conclusion that can be made based on the data is that plastic type A is the strongest. This is ture because plastic A stretched the least about on average. Two ways that the students could have improved their lab is by saying how long the types of plastic should be and saying how many weights should be added to the clamp and how many weights should be added to the clamp because there could have been an error when the plastics were different lengths with different amounts of weights and this would make the data inaccurate.,3.0
I conclude that plastic B stretched the most but plastic D was constant. He could have added more that's. He should use brand new plastic so the test would be accurate.,2.0
a) The stretchiest kind of plastic was type B. because it stretched the most.^p ^p b) The student could have given the weights and the original length of the plastic in the procedure and made sure they were constant.,3.0
"Based on the students data it is possible to see how much each type of plastic stretched, but not how much weight was needed to stretch it that far as the original length of the plastic. ^P Two ways the student could have improved the experiment are to make a more detailed procedure. Include the weight of the type of plastic, clanes instructions etc and too create a clearer table that includes the types of plastic, the original length and the weight added.",1.0
Plastic type B stretched the most in both trials one and two. Plastic type A stretched the least in both of the trials.^p The students could have improved the experiment design by conduction more trials and so stating how many weights they added on top of the clamps. The results werent valid.,3.0
"a) Based on the data, the most stretchable plastic was plastic B b/c it stretched 22 mm on the first trial and 23 mm on the second trail. Also, the least stretchable plastic was plastic A b/c it only stretched in during T1 _ 12 during T2. Plastic C stretched only a bit more than plastic A. Plastic D stretched 20 mm's both times making it the 2nd most stretchable out of the 4.",2.0
A. My hypothesis was correct plastic type 'A' stretched the least during the experiment. I noticed that the plastic that stretched the least was most commonly used in our town to hold the heaviest items. ^P B. To improve the validabil of the experiment the students should have used a specific amount of each plastic not just a 'sample'. Also the students should have stretched the plastic across a gap and placed weights on top. This would have shown a more accurate assesment compared to the actoal use.,2.0
Based on the students data it is concluded that their  wasn't much stretchability from the plastic samples. Sample A increased 2mm from T1 to T2. Sample B increased 1mm from T1 to T2. Sample C decreased by 1mm from T1 to T2. Sample D stayed the same in T1 and T2. This experiment could be improved if the student had a control which would be the measure of each plastic sample without any weight added.They could also repeat the experiment.,1.0
a. Plastic B was the most stretchy. It was 22mm in the first trial in the second trial it stretched 1 more millimeter. The second most strechy polimer was plastic D I remained at 20mm both trials. ^p b. The students could have improved the experimental design! validity of the results bys I. Specifying the amount of weight added in the experiment and 2. They could have tried different ways of testing the stretchability othere how using weights.,2.0
Out of all the polmer plastics type A stretched a total of 2 mm as the best one. ^p To have a control and to make sure to tell us how long the plastic is.,1.0
"a) In this experiment,it  can be concluded that plastic B had the most stretchability with 22mm in trial 1 and 23mm in trial 2. Also I can conclude that plastic A of the polymer plastics stretched the least with an average of 11m overall. Then plastic C stretched an average of 12mm and plastic D stretched 20mm^p b)Two ways to improve this experiment would have been to make sure each plastic is exactly the same length as the add to the end of the plastic they could also add a 3rd trial to make the experiment more valid.",3.0
(a) In this data it shows how far different type of plastic can be stretched. Plastic type A was stretched 2mm within trial 1 and 2. Plastic type B was stretched 1mm. Lastly plastic type D was stretched 0mm. In conclusion plastic type A was the easiest to stretch. ^p (B) Two ways it could have been improved was a have more tests and what what type of plastic.,1.0
"Through this data recorded from the experiment, we can conclude that plastic A had the strongest polymer setup. This is because it stretched the least throughout both trials. One way  this experiment could have been improved is by creating more contents . For example the weights added to the clamp should have definitly been the same. Also, to improve validity, the student should have had the same starting length of plastics. thing this",3.0
"a) Plastic type A was strethier because on the first trial it streched out to 10mm and in the second trial it streched out to 12mm. It had streched longer, but plastic type D seems to have been stronger, it only streched 20mm through out both of the trials.",0.0
A: I think that plastic D in both trials had the most weights out of the three other plastics from the student's data. ^P B: Two ways that the student could have improved the experimental design is one that the student could have done five trials instead of two to see the difference. Also instead of four plastics but five he or she could improve the statement too.,1.0
"In conclusion in trial one plastic type B streched the most while plastic type A was the lowest in trial two plastic type B streched the furtherist. ^P Measure the height of the table, weigh the weights.",2.0
(A) Plastic type B was able to hold the most weights for each trial. ^p (B) Two ways they could have improved the experiment or validity is doing more trials for each plastic or they  could have let the plastic hang for longer than just 5 minutes.,1.0
"A) Based on the student data table. Ii can conclude that plastic types A is the strongest because it didn't stretch that far. in the first trial it only stretch 10mm and in T2 it only strech 12, I can also conclued that plastic type D is the weakes because in both trial it strech 20mm. ^p B)The student could have improve the experiment either by leaving the weights on longer or by add more heavier weights",0.0
"Based on this student's data, the type with the most amount of stretching was plastic type b with 20mm and plastic A had the least with 10 the first trial and 12 the second. The student could've conducted more trials as well as stated what the types of plastic were.",2.0
The plastic with the least stretch would be plastic A because it had a small change from 10mm to 12mm. Two ways the student could have improved the experimental design and/or validity of the results are have the clamps and weights be the same ones everytime and make sure the plastic is on the side of the table not going on the top of the table.,3.0
a. I concluded that plastic type B had the best stretchability and plastic type A had the least.^P b. The student should have included in the procedure how many weight to put on the clamp and describe where on the bottom edge of the plastic to put the clamp.,3.0
In conclusion the students data show that when the plastic was stretch each material stretched only 1-2 mm. This is not a very big change in length. The data also showed that for one of the plastics after stretched lost a mm of length. So this was not a very succsecfull lab. ^P One thing that they could do to improve this is to tell us what kind of plastic to use so the experiment is easier to test and also to have a control variable to really see the change in plastics.,0.0
"My conclusion is that type B is the most stretchy, based on the results. The student should have improved this by doing it in even trials even though. Other could be how, put there's experiment on the table. This would have improved the validity.",1.0
"a. Type D plastic stretched the same amount in trial 1 and 2. It stretched 20mm. ^p b. In the procedure the students can get rid of step 7 because step 6 basically states the same thing. Also, they could have done three trials for more data.",1.0
"In conclusion, plastic D stretched more than all the other plastics two steady trials of 20mm each. Plastic type A & B both stretched a little more in trial 2 and plastic type C stretched less. Plastic type B stretched the most having stretched 22 then 23mm. ^p Improve:(1). Show in graph beggining length of plastic ^p (2) Create a T3 and try it once more. ^p (3) Add another 3 trials with different weight.",2.0
In conclusion plastic type B is the most polymer for stretchability because in both trials it erected the most making it the most stretched out of the all other polymers.^p Two ways the student could have improved is by saying which plastics the students used for each so the people would know if the data is correct and by saying how much weight was used to stretch the plastic.,2.0
A) In conclusion plastic type,3.0
a) Plastic type B can be stretched the farthest. ^P b) -1) The students could have specified how heavy the weights were. ^P 2) They could've let the plastic hang for more than 5 minutes.,2.0
A conclusion could be that plastic type B had the best results for strechability with 22m and 23m. To make the expirement more valid the group could haved run more trials and they also could used more detail in the procedure like stated how heavy the weights were.,3.0
"I think that the data they have is correct but it shows that plastic type ""A"" is the only one that has a lower trial than the other types. Two ways the students could have improved the experiment was to tell how heavy the weights were and what plastic was used.",2.0
"(A) In conclusion, plastic B and D have more stretchability than A and C because plastics B and D stretched an average of 21mm while plastics A and C stretched an average of 12mm. ^p (B) Two ways the student could have improved the experimental design are to do more trials and to add a control.",1.0
"Based on the student's data, it is easy to conclude that plastic type D was the most constant through both trials with a measurement of 20 mm. The student's, though could have improved their experiment by doing more trials and by also being more specific. For example, saying what types of plastic they used instead of saying A, B, C or D. Also they could have said how much weight was added so that it is clear and exact.",2.0
"A. In conclusion, based on the student's data polymer plastic B stretch the most in both trials done & the least that stretch both trials was type A, leaving us to see B is the most stretchable from all for types. ^p B She could have included a time limit for the plastic to dangle freely. Second she could have made a graph to have it be more visual.",1.0
"Based on the data, we can tell that plastic type A stretches the least amount of all other types of plastic. It only stretched an average of 11 mm which was less than all others. The students could improve their experiment by adding another trial. This always verifies the validity of an experiment. They could also verify how long the strip of plastic is and keep that constant throughout the experiment.",3.0
A conclusion draw is that trail 1 the plastic wasn't that strong to pull but trail 2 it went far and was stretched more. Plastic type D was the same in trail 1 and 2. The students could have improved the experimental design by maybe adding another trial to see what you get. Also they could have use diffrent plastic for the trials.,1.0
"Based on the student's data, plastic D stretched the same length for both trials. Two ways the student could have improved the experimental design would be to on the data table, say how long each type of plastic is before the student started the experiment. Another way the student could of improved the experimental design would be to have done only one trial instead of two.",0.0
I cannot draw a conclusion because important information is missing from the table. The students could have improved the test by adding in the plastic length to the data table. They also could have included the ammount of weight the weights weigh.,3.0
A) The students wanted to see which plastic was mor strechibal. B) Two ways the students could have improved the experiment is by doing a 3rd trial say how far off the table.,1.0
"a) Based on the data, they can conclude that plastic B stretched the most.^p b) They could have included the mass of the weights added. They also should have included the size of the plastic samples.",3.0
My conclusion is trials (T2) stretched better than (T2). The student could have used a different type of plastic and they could have just made the sample very larger.,0.0
"a. Based on the student data, plastic type B stretched the most. Plastic type stretch 22 and 23 mm. ^p b. The student could have been more specific about the amount of weights to add.",3.0
"A) Plastic type B stretched the most probably hefty or ziplock) ^p B) Taken thickness temp in room, original length, etc.",2.0
"The plastic type B stretched the most out of all the other plastic types. Two ways the student could have improved his experiment was, 1) to include in his data table how much weight he used on the clamp. 2) To include what the starting length of the plastic was in his data table.",3.0
"The students wanted to determine in this experiment which type of plastic A, B C, or D was able to stretch the most. Based on the data, plastic B had the best stretchability and was able to stretch 22 mm in the first trial and 23 mm in the second trial. The students could have conducted more trials to improve the validity of their results. To improve their experimental design they could have been more specific and stated how many weights should be added to the plastics and to better control the experiment.",3.0
"Based on the data table I would say that plastic D was your strongest plastic, because it didn't stretch. One way they could of improved the experiment was to run a trial 3 to tell plastic D. Another way they could of improved the experiment is by adding many weights.",1.0
"Based on the students data, the plastic B is the most strechable polymer plastic. Plastic A is the least strechable. This is because plastic B was streched at 22mm (1st trial) and 23mm (2nd trial). Comparing it to the others, it streched the furthest. Plastic A only stretched 10mm (1st trial) and 12mm (2nd trial). To improve this experiment, the students should have had a control choosing a specific plastic. They also should have done one more trial to ensure validity. Three trials can help make this definite.",2.0
In conclusion the plastics stretched more during the second trial than the first.The second trial the first. The second trial all plastics stretched further except for type C and D which did not change. Two ways to make this better would have been to do a third trial and to specify how much the weights were.,2.0
"a) Based on the students data, plastic type B stretched the most at an average of 22.3mm, while plastic A stretched a mere 11mm average. Plastic D stretched the second most with an average of 20mm and then plastic with 13.5 average mm. The average in stretchability is due to the different chemical composites of each plastic. ^p b) The student could have improved the validity and design by recording how much weight was used, which would allow someone to replicate the experiment and recording the percentage stretched rather than just how much. A sample that is 10cm but stretched 10mm is a much more significant change than one that is 10 meters and stretched 10mm, but the data table fails to recognize that.",3.0
In conclusion all the plastic types are all different amount stretched. The plastic stretching out in trials 1-2 are going up and down. ^p The student could have improved by doing a third trial to show more of the results. Explain why they added more weight.,1.0
"Based on the students data I can conclude that plastic type A was the strongest because it stretched the least amount. ^p b) For the student to improve the experimental design they could have written how much weight the put on the plastics. and to improve, the validity they should have done a third trial.",3.0
"A.In the polymer investigation there werent a lot of change plastic type a stretched only 2 mm, type B stretched 1 mm, type c stretched 1mm and D stayed the same.^p B.Could of been more accurate with the steps on the procedure.",0.0
a) In conclusion plastic type B has the highest stretchability and plastic type A was the lowest. This shows that A is the most non-flexible and the most durable to stretchy tasks. Plastic B is the stretchiest and can hold up to 23mm. ^p They could've added a list of materials in the beginners and a hypothesis to see what they were trying to test.,0.0
The plastic type A is shown to be the the strongest plastic type. Mean while the plastic type B shows to be the plastic that stretched out the longest.,1.0
"In conclusion, based on the students data there are four different type of plastic. Based of the plastic are T1,T2 their amount stretched (mm). And based in the Dutch table T2 is more stretched than T1. The students can describe experimental based in diffent plastic . And the students can based in that data table the T2 is more stretched.",0.0
"a) After investigating how much each plastic type stretched, a conclusion has made that plastic type B stretched most than D, Than C and plastic type A stretched the least. b) Two ways the student could have improved the experimental design was to first use the same starting length of the plastic bag that could effect the results and secondly be more specific about how much weight to add.",3.0
"Based on the data, plastic type B stretched the most out of all of the plastics. Type A stretched an average of 11mm, type C stretched an average 13.5mm and type D stretched 20mm. But type B stretched 20cm but type B stretched the most with an average of 22.5mm. ^P B) The student could have improved his experiment by telling how long the plastic was as well as how the weights weighed. Another thing the student can do is add one more trial.",3.0
"A conclusion that can be drawn based on the students data is, plastic type B had the greatest amount of stretchability in (mm). In both trials the plastic stretched further than the other type. In trial 1 22mm, and trial 2 23mm. 3. The student could have made this lab more valid by adding the different types of plastics that were labeled A, B, C, and D and also the student could have set an exact length for each plastic so they all started at the same measurement.",2.0
"A. The students could have concluded that plastic type B has the largest amount of stretchability, because type B stretched 22 min in trial one and 23 mm in trial 2. ^p B. The students could have improved the validity of their experiment by; 1. Doing more trials to collect more data. 2. Allow the clamps with the weights to hang longer than 5 min.",2.0
"A) A conclusion that can be brought from the data is that plastic type B is the best type of plastic fore  stretchability because it stretched 22mm and 23mm on it's trials. ^p B) Two ways the students could have improved this experiment is by having or stating that the plastics all had the same initial measurement. Also, the student could have named the type of plastics. The validity can be questioned because it is unknown if they were the same length to begin with and the plastic is unknown.",2.0
